Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount
25791.195,-0.24374078,0.026981495,0.7287389,0.19933027,-0.22217621,0.08794369,-0.11834687,0.061303124,0.2106194,-0.08056774,0.42560443,-0.45684633,0.24842103,0.2360946,0.09205822,-0.017877156,0.15563194,-0.09433143,-0.040429465,0.047322508,-0.03268568,-0.117090605,-0.044491764,0.0015705209,0.1263505,0.009143859,-0.0012871977,0.004285211,84.252914
25758.762,-0.23921803,0.03419749,0.7280375,0.20126358,-0.22401512,0.08942177,-0.11861228,0.061258573,0.20956074,-0.08000297,0.42639336,-0.4597475,0.24738452,0.23690817,0.09298571,-0.014315421,0.1552362,-0.09367406,-0.038618118,0.04592904,-0.0337804,-0.11580741,-0.044265497,0.0027360553,0.12722582,0.012064265,0.00024233107,0.0047903107,84.94083
25758.557,-0.23893937,0.030780358,0.7298674,0.20071188,-0.22467482,0.08845221,-0.118828416,0.060750164,0.20760778,-0.082888685,0.4260835,-0.4593643,0.24962147,0.23719461,0.0920274,-0.016328746,0.15654248,-0.09200349,-0.039050262,0.046057086,-0.030961826,-0.1162911,-0.043564253,0.002107754,0.12688608,0.011413247,-0.001082656,0.004454532,85.04917
25768.469,-0.23658845,0.03233987,0.7263099,0.19877563,-0.22581044,0.09044005,-0.118381366,0.060096808,0.2065114,-0.08141474,0.4254486,-0.45616382,0.24793084,0.23418139,0.09274146,-0.014916633,0.15380292,-0.09216688,-0.03907383,0.045167983,-0.033118185,-0.11640115,-0.0423913,0.001946575,0.12908994,0.012209735,0.00058755,0.004546414,85.10632
25793.1,-0.24109116,0.026232276,0.727448,0.20117542,-0.22151119,0.088378906,-0.12028713,0.06461085,0.2069165,-0.08141075,0.424289,-0.45566273,0.24909322,0.2339259,0.09206149,-0.018248852,0.15584482,-0.09562003,-0.039977342,0.047246333,-0.0316372,-0.11670318,-0.0443928,0.0015289206,0.12630272,0.008818101,-0.0022002682,0.004940008,84.41421
25785.13,-0.24330476,0.025705537,0.7276717,0.20156781,-0.21879718,0.08765825,-0.121571474,0.06392116,0.20804557,-0.08049162,0.42535067,-0.45673975,0.24855286,0.23554876,0.09248575,-0.019575728,0.15664819,-0.095514566,-0.03963076,0.04771896,-0.033086676,-0.11646633,-0.04497444,0.0009312793,0.12569116,0.008913813,-0.0021337504,0.004971946,83.87293
25757.46,-0.2423757,0.027501158,0.72706115,0.20145914,-0.22366492,0.08673388,-0.11968701,0.06244155,0.2090515,-0.0810645,0.42566848,-0.45710346,0.24983364,0.23701239,0.09119657,-0.018509494,0.1552417,-0.09508209,-0.038699463,0.047981124,-0.03147806,-0.116708614,-0.044516478,0.003188842,0.12698436,0.009286653,-0.0010355199,0.0044976575,85.23188
25770.13,-0.23583508,0.030654967,0.72288686,0.20139737,-0.22441472,0.08733433,-0.12142613,0.061620515,0.21102849,-0.07963705,0.42457968,-0.45848644,0.24654026,0.23470636,0.092800185,-0.018692652,0.15468591,-0.09564362,-0.038266253,0.04744524,-0.034030087,-0.11552521,-0.045161236,0.0011970508,0.1279458,0.011585685,0.00061417045,0.0043273172,84.78418
25784.02,-0.24225071,0.036157172,0.72580004,0.19844446,-0.22459188,0.086472556,-0.1194732,0.062007755,0.20736705,-0.080095574,0.42706713,-0.4569961,0.24745047,0.23262344,0.0928667,-0.018447552,0.1546214,-0.09518802,-0.039337527,0.047486283,-0.030884212,-0.11605746,-0.043899797,0.00075352896,0.12742974,0.011205914,-0.00088544376,0.0046090283,84.44423
25765.344,-0.23729503,0.032137483,0.73025197,0.20131095,-0.22701807,0.08752998,-0.115413204,0.060510125,0.20958942,-0.08026574,0.4250102,-0.45777807,0.24876589,0.23680729,0.09237927,-0.016023273,0.1566088,-0.0951802,-0.039308503,0.04790733,-0.031630803,-0.116277285,-0.045820776,0.0021812222,0.12744416,0.010327905,-0.0010908488,0.0029764054,85.30383
25759.0,-0.24022579,0.033336747,0.73015624,0.20050484,-0.22515132,0.08843352,-0.11679723,0.060058016,0.2055383,-0.08006717,0.42698976,-0.4576598,0.24657468,0.23426509,0.09169604,-0.01539605,0.15614194,-0.09310353,-0.039338306,0.046278298,-0.031381685,-0.11618993,-0.043938812,0.0015142295,0.12777665,0.01102324,-0.0013134368,0.0048888423,84.57059
25737.352,-0.24243972,0.03567231,0.7277467,0.20082062,-0.22123083,0.087439395,-0.12007541,0.06181496,0.21279114,-0.07997675,0.42686817,-0.45930287,0.25398293,0.237519,0.091936365,-0.017754734,0.1572632,-0.09443477,-0.040403087,0.047917686,-0.032988515,-0.11776201,-0.04342585,0.0030152742,0.12609334,0.009568119,-0.001248396,0.0038310252,83.98386
25761.7,-0.24005964,0.030217836,0.726129,0.20022683,-0.22233556,0.083885215,-0.1213382,0.063922785,0.21000423,-0.082500495,0.4260966,-0.4593466,0.2517437,0.23625982,0.09335206,-0.019690631,0.15623054,-0.094838284,-0.040174395,0.0471409,-0.032857545,-0.11740623,-0.044385947,0.0007647686,0.12659086,0.00992852,-0.0012294427,0.004343426,83.985146
25755.006,-0.23935702,0.032916777,0.7255151,0.20229268,-0.2237046,0.08422564,-0.12148998,0.06495541,0.20830896,-0.08265117,0.42687637,-0.45835587,0.2510149,0.23618141,0.094222695,-0.017924037,0.15577312,-0.09387621,-0.041648533,0.04585149,-0.031612385,-0.117259905,-0.045225386,0.0015020357,0.1272807,0.009660549,-0.00064745825,0.0036294775,84.432106
25764.47,-0.23186974,0.029497111,0.7241885,0.20070899,-0.22794504,0.086697236,-0.118314415,0.0603771,0.2087638,-0.080011286,0.42369652,-0.45866266,0.24693483,0.23389608,0.09257772,-0.01744217,0.1542035,-0.09475667,-0.03884071,0.047548972,-0.032012798,-0.11596122,-0.04451819,0.00203007,0.128522,0.012090126,0.00035923393,0.0037599022,85.51762
25741.691,-0.23906955,0.02832628,0.72806454,0.20182064,-0.22481084,0.08531282,-0.11820127,0.062481854,0.21030818,-0.08287497,0.42820668,-0.45888317,0.2509895,0.23665348,0.09106128,-0.017362932,0.1566328,-0.093709275,-0.04129993,0.046507142,-0.032561187,-0.11671347,-0.044974823,0.0015597539,0.12718496,0.009373226,-0.0007989956,0.0034269586,84.40543
25770.045,-0.23790142,0.035174485,0.72089404,0.19978246,-0.22704655,0.086710885,-0.12277212,0.06394651,0.20783761,-0.08122221,0.42757106,-0.45679858,0.24732338,0.2320986,0.09257722,-0.017719032,0.15398645,-0.09437419,-0.039266333,0.04647658,-0.032284465,-0.115665786,-0.043889064,0.00069284585,0.12881444,0.010447805,5.8891244e-05,0.0045537245,84.118004
25744.889,-0.23867722,0.031089077,0.7296292,0.20141637,-0.21927588,0.08928334,-0.12028616,0.061588127,0.20881698,-0.078834586,0.42517695,-0.45641246,0.2507933,0.23528542,0.091744415,-0.01748024,0.15599653,-0.094488025,-0.040655714,0.047012486,-0.032438334,-0.116910964,-0.043838207,0.0030298168,0.1269818,0.009751636,-0.0014344146,0.004562207,84.40477
25761.812,-0.24186184,0.029252129,0.73236924,0.20109048,-0.21939099,0.09067258,-0.11885551,0.05915679,0.20868626,-0.080477715,0.425801,-0.4573396,0.2490113,0.23667252,0.09247356,-0.01773422,0.15657164,-0.09483642,-0.039107062,0.04676385,-0.03240943,-0.11576147,-0.044578046,0.0021375483,0.12646706,0.010346802,-0.0013520475,0.004631852,84.82127
25739.67,-0.24108212,0.035670735,0.7302649,0.20189865,-0.22087972,0.08809308,-0.118502915,0.060021643,0.21198337,-0.08064314,0.42771068,-0.45857295,0.25194356,0.23824583,0.09234058,-0.018124608,0.15759742,-0.093530335,-0.040789533,0.046380427,-0.03397509,-0.116746515,-0.04500526,0.0016676039,0.12626052,0.0098488005,-0.0016423119,0.003235952,83.999016
25752.197,-0.2438084,0.03516009,0.72528774,0.20118847,-0.22193721,0.08636552,-0.12074158,0.062201314,0.20686921,-0.0809769,0.42863855,-0.4569211,0.25101927,0.23563714,0.093231656,-0.019100765,0.15587607,-0.09388969,-0.04045344,0.046618722,-0.032524347,-0.11701122,-0.04465101,0.0017342675,0.12683468,0.009944151,-0.0012382409,0.004006779,83.861115
25763.492,-0.24157484,0.02940695,0.72479385,0.20014815,-0.22337508,0.08757106,-0.12090954,0.063209236,0.20852552,-0.081423506,0.42624733,-0.45749092,0.2509993,0.23477757,0.091041066,-0.019194951,0.15632553,-0.094726875,-0.0410017,0.04737776,-0.032411557,-0.1168708,-0.044292137,0.0021619545,0.12593643,0.010102281,-0.0012383927,0.0044863527,84.58688
25804.238,-0.2417852,0.03105843,0.7301518,0.19824071,-0.22243302,0.08548717,-0.120051675,0.063381545,0.20842376,-0.08026651,0.42574483,-0.4563819,0.24799813,0.23412322,0.09395811,-0.018513761,0.1565402,-0.096211895,-0.03957142,0.04743785,-0.032543097,-0.11606475,-0.045938697,7.609051e-05,0.12707971,0.008422855,-0.0015185392,0.003907571,83.61623
25761.309,-0.24066362,0.03350044,0.72625136,0.20093815,-0.2227735,0.089804485,-0.12022375,0.059381936,0.20492104,-0.079409376,0.42904094,-0.45816594,0.24512264,0.2331486,0.0939047,-0.01673194,0.15371239,-0.09335031,-0.03901163,0.046775866,-0.032441836,-0.11578184,-0.04291146,0.001927854,0.12709008,0.012545019,-0.0005988972,0.004434851,84.95237
25734.71,-0.23830874,0.03706587,0.72692573,0.1981526,-0.222506,0.091281764,-0.11966072,0.056055978,0.20754698,-0.07517738,0.42702842,-0.45680878,0.24697918,0.23444028,0.09402398,-0.013890162,0.15280187,-0.09387429,-0.039088223,0.04737861,-0.030100858,-0.11679713,-0.040744398,0.0055273753,0.12832497,0.013022688,0.0011164821,0.005104697,85.56716
25766.44,-0.2423643,0.027332116,0.7289973,0.20212696,-0.22307533,0.08545553,-0.11719025,0.06317809,0.20996183,-0.08184981,0.42644843,-0.45853892,0.25011525,0.23652378,0.09185678,-0.018684197,0.15548976,-0.093989715,-0.0400407,0.048073832,-0.03233858,-0.117689624,-0.04429215,0.0012130453,0.12613039,0.009217501,-0.0020908779,0.0038996849,84.67553
25764.988,-0.23298588,0.034205552,0.7274759,0.19762042,-0.22789194,0.08753055,-0.11580057,0.05691542,0.20534757,-0.07957668,0.4251859,-0.45639348,0.24578492,0.23377405,0.0928111,-0.01539341,0.15455766,-0.09469163,-0.03853843,0.04609496,-0.03308288,-0.11524768,-0.04416665,0.0013046591,0.12975541,0.012723586,0.00092260353,0.003387589,85.42687
25780.033,-0.239668,0.032316238,0.7241093,0.20034647,-0.22142057,0.09010638,-0.11982826,0.06043624,0.20667587,-0.07808049,0.4255741,-0.4546958,0.24638622,0.23240337,0.094166264,-0.017714141,0.15284207,-0.094619416,-0.037510205,0.047652964,-0.032328423,-0.11675064,-0.043089733,0.0023033582,0.1283433,0.011638781,-0.00020094495,0.0045300247,85.004036
25766.715,-0.24115159,0.029220823,0.7265899,0.19891755,-0.22140461,0.09027979,-0.11993624,0.06257298,0.2051347,-0.07932997,0.42632654,-0.4579657,0.24984975,0.23364116,0.09314252,-0.018102255,0.1535042,-0.09557303,-0.04125277,0.047276158,-0.032222267,-0.116991974,-0.044170056,0.0027453536,0.1261859,0.010496429,-0.001398717,0.004675741,84.62184
25751.934,-0.2417091,0.030374248,0.7323293,0.20131509,-0.21983503,0.08721569,-0.1189002,0.06015865,0.21060586,-0.08258951,0.42552054,-0.45872182,0.253403,0.23940821,0.09274169,-0.019317787,0.15855913,-0.09460782,-0.039720964,0.046967424,-0.033070467,-0.11682197,-0.04520486,0.0015242491,0.1261404,0.009910432,-0.0020772722,0.0037444753,84.31878
25782.68,-0.23665781,0.03191941,0.7272691,0.19883299,-0.22448334,0.08969667,-0.118391804,0.06123838,0.20797084,-0.0787499,0.42418447,-0.45666373,0.2473855,0.23428115,0.094018646,-0.0151839955,0.1549852,-0.095803924,-0.03836995,0.047062658,-0.032735173,-0.11572466,-0.04442832,0.0020686267,0.12870675,0.010654567,0.00025894074,0.0041138763,85.01572
25755.756,-0.2319824,0.031858414,0.72475016,0.19900933,-0.22468993,0.09175045,-0.119623914,0.05919838,0.20659229,-0.079036206,0.42337644,-0.45556027,0.24868558,0.2327982,0.09353123,-0.016397474,0.15297036,-0.09504552,-0.037720345,0.046857294,-0.030693738,-0.11552801,-0.042592514,0.0037243285,0.12967221,0.013009771,0.0009738114,0.0047175223,85.87888
25736.455,-0.24006368,0.031283513,0.7307408,0.20096585,-0.22272822,0.08961107,-0.11820063,0.060294136,0.21093436,-0.0797473,0.42463565,-0.457679,0.2517383,0.23844616,0.09040429,-0.018756535,0.15722543,-0.0934682,-0.039792404,0.046874747,-0.03177168,-0.11606985,-0.044790942,0.003635652,0.12640148,0.009977342,-0.0014362372,0.0042743227,84.42466
25755.184,-0.2416809,0.033432934,0.726317,0.20357065,-0.22164166,0.08822332,-0.11907757,0.062231958,0.20506713,-0.079495065,0.42644468,-0.4560546,0.24742848,0.23504198,0.093565926,-0.017825415,0.1553239,-0.094479136,-0.039900396,0.047029614,-0.031736948,-0.11690062,-0.044948403,0.0017634952,0.1270255,0.010885726,-0.0017851563,0.0043476615,84.60899
25757.293,-0.23511207,0.03746515,0.7266719,0.19617228,-0.22126591,0.09094586,-0.11973328,0.058527675,0.20596173,-0.075006,0.423832,-0.45671794,0.2469449,0.23479266,0.09642902,-0.015709054,0.15412651,-0.09470152,-0.0386404,0.046418216,-0.03116275,-0.11610103,-0.0428916,0.0035688055,0.12795222,0.0119613735,9.402632e-05,0.0046617836,84.57165
25762.7,-0.2419375,0.030851344,0.7326428,0.19902539,-0.22162296,0.08448206,-0.11784156,0.061318338,0.20707828,-0.081370816,0.4277431,-0.4564689,0.24857037,0.23460735,0.092000656,-0.01765719,0.15538156,-0.09432581,-0.04122137,0.04611947,-0.031836342,-0.116505064,-0.044288088,0.00087284535,0.127643,0.009366243,-0.0011743084,0.0040102387,84.08094
25766.674,-0.24170966,0.031967603,0.72349274,0.20108774,-0.22607371,0.084708765,-0.122280695,0.06515641,0.20747563,-0.08188994,0.4284777,-0.45668283,0.25016782,0.2348354,0.09229617,-0.017745024,0.15519115,-0.09434365,-0.040406857,0.04693128,-0.03276383,-0.11724155,-0.044743806,0.001752567,0.12754986,0.008669931,-0.0007489845,0.004001992,83.98068
25735.93,-0.23902923,0.032111656,0.7247648,0.201288,-0.22579652,0.089582734,-0.119511805,0.059737645,0.21163505,-0.08001063,0.42672837,-0.45890552,0.2482681,0.23630477,0.09152931,-0.017757988,0.15316471,-0.09382109,-0.039252575,0.047660563,-0.032423753,-0.11668195,-0.04325468,0.0032924104,0.12747774,0.012599247,0.00035027787,0.004460691,85.09692
25757.701,-0.2353106,0.028458554,0.72952944,0.20009856,-0.22362036,0.0906138,-0.11469065,0.056237135,0.20713055,-0.077681385,0.42465797,-0.4553307,0.24466188,0.23381053,0.09259746,-0.014810414,0.15268715,-0.09395856,-0.039507203,0.046780087,-0.03180959,-0.11615212,-0.042764757,0.0032248786,0.12877029,0.012749901,0.0005476596,0.004431432,86.26613
25760.61,-0.23573196,0.033336133,0.72439814,0.20229515,-0.22671384,0.0876915,-0.12104696,0.060474936,0.21065895,-0.081075296,0.42678785,-0.45836383,0.24717127,0.23488893,0.09293436,-0.01815962,0.15286072,-0.09489862,-0.03823479,0.0472728,-0.032698475,-0.1152826,-0.044296,0.0016539544,0.12860791,0.011746174,0.0005918271,0.0037815587,85.08854
25746.357,-0.24291903,0.030609122,0.72747517,0.19907112,-0.22445975,0.08571323,-0.11871605,0.060723674,0.20676425,-0.08065943,0.42790818,-0.4590503,0.24873851,0.23623453,0.092896834,-0.017891012,0.15381277,-0.09520085,-0.038656805,0.048208617,-0.031864837,-0.117009036,-0.043364994,0.002531357,0.12731887,0.011181987,-0.0003335923,0.0042457604,85.04831
25772.986,-0.23659223,0.032382734,0.73066545,0.19707318,-0.22470345,0.08633826,-0.1168071,0.058043055,0.20807076,-0.079440035,0.4262028,-0.45744634,0.2465778,0.2352123,0.09344159,-0.016318113,0.15460293,-0.09563828,-0.0381396,0.04687199,-0.03268147,-0.115065694,-0.044158176,0.0013233111,0.12896705,0.011137523,0.00029181223,0.0034895085,84.647964
25772.115,-0.24149992,0.026219498,0.72718936,0.19989212,-0.22116615,0.0878161,-0.12008809,0.06145288,0.20844916,-0.08045334,0.42526627,-0.4563519,0.24736458,0.23522902,0.09202559,-0.019057093,0.15447369,-0.09503249,-0.03906534,0.046946928,-0.03232947,-0.11598248,-0.04398817,0.0023809304,0.12679833,0.010071836,-0.0003802115,0.004720884,84.889084
25739.055,-0.2373038,0.031392522,0.72742265,0.20082244,-0.22439216,0.089983106,-0.11598541,0.058541834,0.20937024,-0.08139278,0.4264972,-0.4608247,0.24846232,0.23785621,0.09418777,-0.014809136,0.15437886,-0.093426004,-0.039085366,0.046479695,-0.032663636,-0.11698623,-0.04316142,0.0021325229,0.12765731,0.012616914,-0.0003022477,0.0040590526,85.6995
25773.486,-0.2379033,0.034278035,0.72378594,0.19991376,-0.22382253,0.08855868,-0.12325599,0.06428318,0.20747462,-0.079718985,0.4242057,-0.4554896,0.24929667,0.23389798,0.09419421,-0.018495148,0.15366882,-0.09458277,-0.039956678,0.046608035,-0.031885475,-0.11616338,-0.0435755,0.0020444486,0.12788314,0.011392009,-6.315299e-05,0.0051375558,84.46967
25751.309,-0.2380738,0.03292028,0.72836924,0.19867748,-0.22245814,0.08922007,-0.11778026,0.05798743,0.20534869,-0.079418115,0.42665815,-0.4599213,0.2471645,0.2342072,0.09450971,-0.01648745,0.1540993,-0.09438491,-0.038793743,0.04683689,-0.031287245,-0.11606141,-0.042600196,0.0022741067,0.1275243,0.013033841,-0.00068418775,0.004268435,85.288795
25726.973,-0.238989,0.03592704,0.72563237,0.20101793,-0.22509353,0.086655475,-0.11823792,0.060377013,0.21139583,-0.08044874,0.42684802,-0.4584451,0.2511488,0.23559172,0.091812894,-0.018717665,0.15471068,-0.094515264,-0.039549198,0.04806555,-0.03160093,-0.11670627,-0.043673865,0.0025354805,0.12774695,0.011335955,-0.00033337343,0.003789804,85.19798
25767.64,-0.24056089,0.026601132,0.7285861,0.20033073,-0.2209613,0.08732616,-0.120427445,0.0639684,0.2078491,-0.08143209,0.4256923,-0.4567961,0.25049186,0.23522766,0.09127679,-0.018380223,0.15692075,-0.094630234,-0.040744334,0.046913665,-0.031470083,-0.11669927,-0.044572644,0.0015962194,0.12638815,0.0082700085,-0.0021080133,0.0046376847,84.16458
25776.283,-0.24520546,0.03296384,0.73014843,0.20161687,-0.22221296,0.08653941,-0.12059414,0.06345947,0.2096494,-0.082103565,0.42801884,-0.45791924,0.24905351,0.23642194,0.09241862,-0.01744984,0.15727623,-0.09431961,-0.03980953,0.046809413,-0.03260929,-0.11647652,-0.04505803,0.0004632683,0.12634133,0.008613957,-0.002196814,0.0045563863,83.43741
25784.318,-0.2457318,0.028664015,0.7273329,0.19854748,-0.22218728,0.08413404,-0.121069945,0.06456173,0.2041851,-0.08214856,0.429826,-0.4567061,0.2489477,0.23383226,0.092636004,-0.018007718,0.15404299,-0.095424004,-0.04126135,0.04699279,-0.032221943,-0.117432505,-0.043522675,0.0011258046,0.12628973,0.008748067,-0.0017308965,0.004372629,83.89985
25747.584,-0.23585647,0.032163396,0.7253181,0.19840217,-0.22874089,0.085955694,-0.1196304,0.06043511,0.2058175,-0.0819897,0.4284046,-0.4580092,0.24836302,0.23328286,0.0918446,-0.018134903,0.15325221,-0.09365006,-0.039688792,0.04622265,-0.030236902,-0.11544907,-0.043297157,0.0016889232,0.12933415,0.011437381,-0.00050060824,0.004250509,84.67062
25762.088,-0.23971958,0.032444447,0.7307675,0.20111714,-0.2218376,0.087322235,-0.11921121,0.060075436,0.21053892,-0.08266551,0.42491534,-0.45838383,0.2523683,0.23697563,0.09079992,-0.019039156,0.15843599,-0.0952278,-0.039832488,0.047118537,-0.033350796,-0.11597622,-0.044923842,0.0009099828,0.12656124,0.010624755,-0.0015959395,0.0039582886,84.38709
25749.934,-0.239807,0.031373218,0.7273928,0.19955418,-0.22222655,0.090055674,-0.11844307,0.0586576,0.20968556,-0.08072722,0.42574623,-0.45697194,0.2501797,0.23588653,0.09255911,-0.017602596,0.15477592,-0.093260735,-0.03835852,0.047200944,-0.03133801,-0.11611701,-0.04236681,0.0030825874,0.1279116,0.011598795,-0.0002596313,0.004016973,85.66453
25766.42,-0.24001251,0.029909689,0.7273699,0.199933,-0.22536604,0.08716944,-0.119487904,0.0627177,0.2095334,-0.07971927,0.42535046,-0.45493442,0.24943116,0.23484108,0.091231726,-0.016749969,0.15482305,-0.09312916,-0.039389357,0.046907187,-0.031971324,-0.1168303,-0.04366397,0.0032415912,0.12841368,0.009155714,0.00042625144,0.0043575177,84.74646
25764.303,-0.23573644,0.028256442,0.7295165,0.20133176,-0.22480436,0.087978974,-0.11634683,0.060759716,0.21134116,-0.07948145,0.423506,-0.4569102,0.24814995,0.23635817,0.09103687,-0.016307782,0.15747441,-0.09551061,-0.038655367,0.047367834,-0.033050463,-0.11605399,-0.046430074,0.0017589824,0.12833607,0.009247611,-0.0006043017,0.003783321,84.5478
25759.148,-0.2411668,0.028510567,0.72834295,0.20095648,-0.22375114,0.085434906,-0.1169434,0.05963983,0.20803015,-0.08088107,0.4266801,-0.457732,0.24854527,0.23453075,0.09124661,-0.019648466,0.15531182,-0.09598139,-0.038555,0.048256353,-0.032066576,-0.11606107,-0.04513534,0.0017124503,0.12738016,0.0101961605,-0.0006242851,0.0036095877,85.112976
25770.68,-0.24012901,0.032373548,0.7273021,0.1997339,-0.2198136,0.090405844,-0.12072778,0.058501918,0.20981628,-0.07729291,0.4259986,-0.45624745,0.24642731,0.23456168,0.092564896,-0.017008884,0.15389518,-0.09446688,-0.040421773,0.04698569,-0.032427177,-0.11604199,-0.042828787,0.0027713021,0.12706606,0.011488087,-0.0004153438,0.004908191,84.54704
25760.035,-0.23819572,0.031515416,0.7281628,0.2004145,-0.22330324,0.092634425,-0.116902694,0.058267254,0.20994459,-0.07837583,0.42530572,-0.45838124,0.24625047,0.23538545,0.09381667,-0.016283965,0.15363143,-0.09497952,-0.03749723,0.04792129,-0.031155538,-0.11600735,-0.04427216,0.0026675053,0.12796038,0.011939542,-0.0007625995,0.0045800684,85.431114
25694.941,-0.23817442,0.036512405,0.72674054,0.20187117,-0.22314394,0.08818528,-0.11594208,0.05557595,0.21140006,-0.079193026,0.4268099,-0.45860127,0.25064498,0.23850755,0.09087276,-0.016338106,0.1565247,-0.09436935,-0.039658602,0.047134336,-0.03234408,-0.11652379,-0.04333469,0.0039691366,0.12804927,0.012741416,0.00026294915,0.0036209982,85.79678
25733.262,-0.23974372,0.0379215,0.72644085,0.19626875,-0.22117841,0.08809919,-0.12166177,0.06079598,0.20715444,-0.0792597,0.42899987,-0.45904315,0.2503802,0.23613635,0.093970835,-0.015073134,0.15514034,-0.094029665,-0.03997912,0.045015253,-0.032484125,-0.11606273,-0.042269256,0.0034144109,0.12772949,0.011493442,0.00054860115,0.0046098554,83.95347
25771.371,-0.23903233,0.030391626,0.72758347,0.20113866,-0.22238119,0.08664664,-0.119541444,0.061994698,0.20875779,-0.08136043,0.42491597,-0.45739627,0.24904498,0.2377919,0.09436473,-0.017566882,0.1561465,-0.093455136,-0.03965421,0.046331838,-0.031593695,-0.11722431,-0.044754155,0.0015262519,0.12689383,0.010372467,-0.0013088612,0.004238806,84.2782
